codeGroup;groupInternalId;name;groupDescription;type;lighted;markingDescription;heightUnit;heightValue;elevationValue;latitude;longitude;defaultHeightFlag;verticalPrecision;lateralPrecision;obstacleRadius;linkedToGroupInternalId;linkType;validUntil;effectiveFrom;origin 
 6984700442662209;;206-TG-20005;Antenna;Antenna;false;No Marking and/or Lighting;m;39;515;47.680798;8.723507;false;;;;;;;; 
 18884579183569990;;206-TG-20007;Antenna;Antenna;false;No Marking and/or Lighting;m;37;498;47.661954;8.763592;false;;;;;;;; 
 7528091601776379;;206-TG-3;Antenna;Antenna;false;No Marking and/or Lighting;m;27;459;47.688796;8.736356;false;;;;;;;; 
 8438333419311750;;206-TG-30002;Antenna;Antenna;false;No Marking and/or Lighting;m;37;482;47.653336;8.709797;false;;;;;;;; 
 8900753628428386;;206-TG-30010;Crane/Cranes;Crane;true;Marked and lighted;m;67;501;47.66715;9.073137;false;;;;;;;; 
 3861349934569450;;206-TG-30011;Measuringmast;Mast;true;Marked and lighted;m;90;776;47.650983;9.044633;false;;;;;;;; 
 5075022822815197;;206-TG-4;Antenna;Antenna;false;No Marking and/or Lighting;m;75;787;47.645598;9.027731;false;;;;;;;; 
 6224570336893948;;206-ZH-1;Antenna;Antenna;true;Lighted;m;109;679;47.68131;8.646404;false;;;;;;;; 
 6408710220241381;;206-ZH-30003;Tower/Pole;Tower;false;No Marking and/or Lighting;m;37;582;47.655876;8.6829;false;;;;;;;; 
 11517999624524788;;206-ZH-30012;Antenna;Antenna;false;No Marking and/or Lighting;m;36;443;47.646889;8.650699;false;;;;;;;; 
 15514532184481132;0;207-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;398;47.663521;9.158762;true;;;;1;cable;;; 
 15514532184481132;1;207-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;398;47.663091;9.157416;true;;;;2;cable;;; 
 15514532184481132;2;207-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;413;47.653524;9.150449;true;;;;3;cable;;; 
 15514532184481132;3;207-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;508;47.642871;9.140788;true;;;;4;cable;;; 
 15514532184481132;4;207-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;509;47.640125;9.144028;true;;;;;cable;;; 
 13868254076271804;;207-TG-10001;Antenna;Antenna;false;No Marking and/or Lighting;m;63;470;47.652811;9.174257;false;;;;;;;; 
 6180199732426687;;207-TG-20000;Antenna;Antenna;false;No Marking and/or Lighting;m;43;442;47.665368;9.148235;false;;;;;;;; 
 10579926901466008;;207-TG-30000;Antenna;Antenna;false;No Marking and/or Lighting;m;30;449;47.650989;9.153569;false;;;;;;;; 
 9421124520582776;0;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;516;47.469283;7.066856;true;;;;1;cable;;; 
 9421124520582776;1;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;503;47.46973;7.064789;true;;;;2;cable;;; 
 9421124520582776;2;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;484;47.470556;7.061347;true;;;;3;cable;;; 
 9421124520582776;3;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;479;47.47055;7.059557;true;;;;4;cable;;; 
 9421124520582776;4;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;475;47.470598;7.057752;true;;;;5;cable;;; 
 9421124520582776;5;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;474;47.470672;7.055616;true;;;;6;cable;;; 
 9421124520582776;6;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;476;47.469803;7.053991;true;;;;7;cable;;; 
 9421124520582776;7;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;457;47.468916;7.052366;true;;;;8;cable;;; 
 9421124520582776;8;212-HL-30014;Power line;Mast;false;No Marking and/or Lighting;m;25;426;47.468178;7.048494;true;;;;;cable;;; 
 2678304056175819;;212-JU-10001;Antenna;Antenna;false;No Marking and/or Lighting;m;43;472;47.489158;7.010382;false;;;;;;;; 
 9723430879063732;;212-JU-20001;Antenna;Antenna;false;No Marking and/or Lighting;m;31;456;47.487746;7.100023;false;;;;;;;; 
 5191409447853317;;212-JU-20004;Antenna;Antenna;false;No Marking and/or Lighting;m;41;486;47.462887;7.150141;false;;;;;;;; 
 5848521267851729;;212-JU-20006;Tower/Pole;Tower;false;No Marking and/or Lighting;m;40;515;47.485609;7.166152;false;;;;;;;; 
 6923627326198995;;212-JU-30003;Antenna;Antenna;false;Obstacle lights with Low-intensity on the top;m;36;553;47.473205;7.001477;false;;;;;;;; 
 4881853093356123;;212-JU-30004-LSZQ;Antenna;Antenna;false;No Marking and/or Lighting;m;31;499;47.43948;7.052871;false;;;;;;;; 
 10780829574149498;;212-JU-30005-LSZQ;Antenna;Antenna;false;No Marking and/or Lighting;m;31;611;47.44474;7.013987;false;;;;;;;; 
 10091990866649664;;212-JU-30006-LSZQ;Crane/Cranes;Crane;false;No Marking and/or Lighting;m;50;602;47.448536;7.00921;false;;;;;;;; 
 15434191287896722;;212-JU-30007;Antenna;Antenna;false;No Marking and/or Lighting;m;36;512;47.450266;7.108681;false;;;;;;;; 
 13586604882071826;;212-JU-30008;Antenna;Antenna;false;No Marking and/or Lighting;m;56;534;47.460658;7.057214;false;;;;;;;; 
 4987193468903338;;212-JU-30009;Crane/Cranes;Crane;false;No Marking and/or Lighting;m;40;445;47.489641;6.992302;false;;;;;;;; 
 6601641766965330;;212-JU-30010;Crane/Cranes;Crane;false;No Marking and/or Lighting;m;35;440;47.491734;6.988939;false;;;;;;;; 
 4084637504318116;;212-JU-30011-LSZY;Antenna;Antenna;false;No Marking and/or Lighting;m;26;417;47.46938;7.048635;false;;;;;;;; 
 13886627647147158;;212-JU-30012;Antenna;Antenna;false;No Marking and/or Lighting;m;28;398;47.493019;7.01603;false;;;;;;;; 
 10805032064083872;;212-JU-30013;Crane/Cranes;Crane;false;No Marking and/or Lighting;m;51;449;47.490735;6.992124;false;;;;;;;; 
 3434694451681140;;213-BL-10005-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;35;800;47.461044;7.528818;false;;;;;;;; 
 12221323624185952;;213-BL-10006-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;45;810;47.461044;7.528818;false;;;;;;;; 
 10419004427085146;;213-BL-13-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;82;352;47.530182;7.67474;false;;;;;;;; 
 8427442687361272;;213-BL-17-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;59;334;47.529181;7.698849;false;;;;;;;; 
 10303169273110146;;213-BL-18-LFSB;Chimney;Chimney;true;Marked and lighted;m;80;357;47.536908;7.636787;false;;;;;;;; 
 5745317646672531;;213-BL-19-LFSB;Tower/Pole;Tower;false;Obstacle lights with Low-intensity on the top;m;45;396;47.538698;7.539734;false;;;;;;;; 
 338701111156402;;213-BL-2-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;60;332;47.529597;7.696608;false;;;;;;;; 
 11222549663325112;;213-BL-20-LFSB;Chimney;Chimney;true;Marked and lighted;m;100;360;47.535507;7.665202;false;;;;;;;; 
 8017871694095155;;213-BL-20006-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;31;355;47.486004;7.537325;false;;;;;;;; 
 11532841247192730;;213-BL-21-LFSB;Building;Building;true;Lighted;m;31;427;47.53355;7.507826;false;;;;;;;; 
 9563367219734552;;213-BL-30013;Antenna;Antenna;true;Marked and lighted;m;68;754;47.449403;7.577565;false;;;;;;;; 
 16477123386761248;;213-BL-30037;Antenna;Antenna;false;No Marking and/or Lighting;m;27;361;47.438233;7.568906;false;;;;;;;; 
 5755802488966999;;213-BL-30090-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;42;303;47.551605;7.636523;false;;;;;;;; 
 7689747498707804;;213-BL-30094-LFSB;Building;Building;true;Lighted;m;76;366;47.522225;7.694886;false;;;;;;;; 
 6829830552347150;;213-BL-30109-LFSB;Building;Building;false;Obstacle lights with Low-intensity on the top;m;85;374;47.525625;7.694743;false;;;;;;;; 
 5608740891227167;;213-BL-30115-LFSB;Building;Building;true;Lighted;m;68;358;47.522106;7.691487;false;;;;;;;; 
 6714915328143406;;213-BL-30139-LFSB;Antenna;Antenna;true;Marked and lighted;m;75;430;47.528536;7.581423;false;;;;;;;; 
 5494667675718633;;213-BL-30153-LFSB;Building;Building;true;Lighted;m;70;345;47.534858;7.641959;false;;;;;;;; 
 9895512572567296;;213-BL-30183-LFSB;Silo;Tower;false;Obstacle lights with Low-intensity on the top;m;74;332;47.542259;7.660565;false;;;;;;;; 
 3946592412751581;;213-BL-30221;Crane/Cranes;Crane;true;Marked and lighted;m;68;330;47.540675;7.624436;false;;;;;;;; 
 10510638338439100;;213-BL-30225-LFSB;Pole;Tower;false;Obstacle lights with Low-intensity on the top;m;46;322;47.56004;7.559651;false;;;;;;;; 
 10965113771563806;;213-BL-30232;Pole;Tower;false;No Marking and/or Lighting;m;32;686;47.456131;7.560622;false;;;;;;;; 
 10857693349281678;;213-BL-5-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;75;365;47.521973;7.686653;false;;;;;;;; 
 3372006586369936;;213-BL-6;Antenna;Antenna;false;No Marking and/or Lighting;m;26;570;47.442306;7.698148;false;;;;;;;; 
 10390465054748920;;213-BL-7-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;100;369;47.532179;7.665254;false;;;;;;;; 
 12149350344067082;;213-BS-10000-LFSB;Chimney;Chimney;true;Marked and lighted;m;110;371;47.572728;7.568957;false;;;;;;;; 
 6606296419619265;;213-BS-10003-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;103;361;47.560565;7.606382;false;;;;;;;; 
 7703837659544984;;213-BS-10021-LFSB;Building;Building;true;Lighted;m;73;331;47.575444;7.576858;false;;;;;;;; 
 10067024235381042;;213-BS-10025-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;75;360;47.536728;7.608764;false;;;;;;;; 
 16773844030570762;;213-BS-12-LFSB;Antenna;Antenna;true;Marked and lighted;m;248;741;47.571753;7.687085;false;;;;;;;; 
 9563357309358968;;213-BS-13-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;69;349;47.545343;7.590328;false;;;;;;;; 
 13527399380148336;;213-BS-15-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;75;331;47.575439;7.580446;false;;;;;;;; 
 7733636676632864;;213-BS-19-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;66;343;47.545059;7.600821;false;;;;;;;; 
 4782393812270346;;213-BS-2-LFSB;Antenna;Antenna;false;No Marking and/or Lighting;m;40;526;47.575688;7.675939;false;;;;;;;; 
 3767282656456719;;213-BS-20018-LFSB;Building;Building;false;No Marking and/or Lighting;m;72;327;47.540987;7.621922;false;;;;;;;; 
 5075933104611049;;213-BS-30022-LFSB;Silo;Tower;false;No Marking and/or Lighting;m;83;334;47.585743;7.596691;false;;;;;;;; 
 9025997141152596;;213-BS-30028-LFSB;Antenna;Antenna;true;Lighted;m;109;365;47.56443;7.601929;false;;;;;;;; 
 6979373923457823;;213-BS-30075-LFSB;Building;Building;true;Lighted;m;180;438;47.558854;7.608117;false;;;;;;;; 
 6122504510513546;;213-BS-30087-LFSB;Building;Building;true;Lighted;m;64;320;47.573602;7.582847;false;;;;;;;; 
 4261763286852014;;213-BS-30096-LFSB;Building;Building;true;Lighted;m;75;333;47.564287;7.580775;false;;;;;;;; 
 13183314606328236;;213-BS-30097-LFSB;Building;Building;true;Lighted;m;84;362;47.544928;7.602409;false;;;;;;;; 
 5716892351885327;;213-BS-30113-LFSB;Building;Building;false;No Marking and/or Lighting;m;77;356;47.548066;7.59177;false;;;;;;;; 
 2596465258647642;;213-BS-30145-LFSB;Church;Tower;false;No Marking and/or Lighting;m;80;336;47.566978;7.593127;false;;;;;;;; 
 11830161450515564;;213-BS-30146-LFSB;Church;Tower;false;No Marking and/or Lighting;m;67;337;47.556295;7.592033;false;;;;;;;; 
 7580433395391658;;213-BS-30149-LFSB;Church;Tower;false;No Marking and/or Lighting;m;72;342;47.552707;7.591266;false;;;;;;;; 
 8547492089824226;;213-BS-30152-LFSB;Building;Building;false;No Marking and/or Lighting;m;70;349;47.545953;7.597968;false;;;;;;;; 
 6111315645098726;;213-BS-30176-LFSB;Church;Tower;false;No Marking and/or Lighting;m;63;331;47.564143;7.573108;false;;;;;;;; 
 10581813274487200;;213-BS-30182-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;88;347;47.576164;7.573813;false;;;;;;;; 
 5576677274058192;;213-BS-30190-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;85;338;47.561012;7.606657;false;;;;;;;; 
 6954641207780417;;213-BS-30191-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;107;387;47.545983;7.587136;false;;;;;;;; 
 11727395351801252;;213-BS-30198-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;67;323;47.570082;7.603443;false;;;;;;;; 
 11442133462514464;;213-BS-30201-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;150;407;47.559777;7.60736;false;;;;;;;; 
 7727062262497273;;213-BS-30206-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;108;384;47.549277;7.592233;false;;;;;;;; 
 12219750843727084;;213-BS-30213-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;70;329;47.563395;7.579919;false;;;;;;;; 
 15117555776384838;;213-BS-30216-LFSB;Mobile crane;Crane;true;Marked and lighted;m;75;328;47.572794;7.598818;false;;;;;;;; 
 13656017604197204;;213-BS-30218-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;61;337;47.548695;7.592915;false;;;;;;;; 
 6365573641344467;;213-BS-30219-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;70;326;47.558937;7.604724;false;;;;;;;; 
 2590099667605508;;213-BS-30220-LFSB;Crane/Cranes;Crane;true;Marked and lighted;m;92;350;47.560064;7.605398;false;;;;;;;; 
 8372448398653742;;213-BS-30222;Crane/Cranes;Crane;true;Marked and lighted;m;65;324;47.566794;7.615201;false;;;;;;;; 
 8649374156639332;;213-BS-5-LFSB;Chimney;Chimney;true;Marked and lighted;m;110;371;47.572908;7.568811;false;;;;;;;; 
 4247008121123393;;213-BS-7-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;80;328;47.573676;7.588017;false;;;;;;;; 
 3018942056045348;;213-BS-8-LFSB;Chimney;Chimney;false;No Marking and/or Lighting;m;65;324;47.575039;7.576857;false;;;;;;;; 
 14570648601476230;;213-BS-9-LFSB;Chimney;Chimney;true;Marked and lighted;m;100;357;47.570268;7.580299;false;;;;;;;; 
 15838121405235872;0;213-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;290;47.520592;7.567753;true;;;;1;cable;;; 
 15838121405235872;1;213-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;299;47.520141;7.568748;true;;;;2;cable;;; 
 15838121405235872;2;213-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;298;47.519468;7.567751;true;;;;3;cable;;; 
 15838121405235872;3;213-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;291;47.519919;7.566756;true;;;;4;cable;;; 
 15838121405235872;4;213-HL-1;Power line;Mast;false;No Marking and/or Lighting;m;60;290;47.520592;7.567753;true;;;;;cable;;; 
 5153310630644376;0;213-HL-10;Power line;Mast;false;No Marking and/or Lighting;m;60;333;47.43675;7.541238;true;;;;1;cable;;; 
 5153310630644376;1;213-HL-10;Power line;Mast;false;No Marking and/or Lighting;m;60;334;47.437649;7.541372;true;;;;2;cable;;; 
 5153310630644376;2;213-HL-10;Power line;Mast;false;No Marking and/or Lighting;m;60;603;47.456612;7.556658;true;;;;3;cable;;; 
 5153310630644376;3;213-HL-10;Power line;Mast;false;No Marking and/or Lighting;m;60;533;47.460835;7.560381;true;;;;4;cable;;; 
 5153310630644376;4;213-HL-10;Power line;Mast;false;No Marking and/or Lighting;m;60;526;47.462139;7.561047;true;;;;5;cable;;; 
